USER_IDX,ATTEND_STATUS,REG_DATE
1,NA,24-01-02 8:51
1,NL,24-01-02 18:29
1,NA,24-01-03 8:52
1,OT,24-01-03 13:40
1,RT,24-01-03 15:04
1,NL,24-01-03 18:28
1,NA,24-01-04 8:36
1,NL,24-01-04 18:00
1,NA,24-01-05 8:55
1,NL,24-01-05 18:28
1,NA,24-01-08 8:57
1,NL,24-01-08 18:03
1,NA,24-01-09 8:31
1,LL,24-01-09 19:35
1,NA,24-01-10 8:37
1,NL,24-01-10 18:13
1,NA,24-01-11 8:43
1,OT,24-01-11 14:34
1,EL,24-01-11 15:34
1,LA,24-01-12 9:05
1,NL,24-01-12 18:17
1,LA,24-01-15 9:18
1,OT,24-01-15 11:24
1,EL,24-01-15 13:24
1,NA,24-01-16 8:56
1,NL,24-01-16 18:04
1,NA,24-01-17 8:58
1,LL,24-01-17 20:19
1,NA,24-01-18 8:44
1,NL,24-01-18 18:17
1,NA,24-01-19 8:57
1,OT,24-01-19 12:49
1,RT,24-01-19 14:31
1,EL,24-01-19 17:20
1,NA,24-01-22 8:48
1,NL,24-01-22 18:03
1,NA,24-01-23 8:46
1,NL,24-01-23 18:16
1,NA,24-01-24 8:54
1,OT,24-01-24 13:10
1,RT,24-01-24 14:50
1,NL,24-01-24 18:25
1,NA,24-01-25 8:55
1,NL,24-01-25 18:00
1,NA,24-01-26 8:35
1,NL,24-01-26 18:19
1,NA,24-01-29 8:35
1,OT,24-01-29 12:27
1,RT,24-01-29 14:09
1,NL,24-01-29 18:07
1,NA,24-01-30 8:46
1,OT,24-01-30 11:15
1,EL,24-01-30 12:15
1,LA,24-01-31 9:05
1,NL,24-01-31 18:01
1,VC,24-02-01 18:00
1,LA,24-02-02 9:18
1,NL,24-02-02 18:29
1,NA,24-02-05 8:44
1,NL,24-02-05 18:05
1,NA,24-02-06 8:34
1,EL,24-02-06 16:31
1,NA,24-02-07 8:44
1,OT,24-02-07 12:52
1,RT,24-02-07 14:30
1,NL,24-02-07 18:10
1,VC,24-02-08 18:00
1,NA,24-02-09 8:34
1,OT,24-02-09 13:52
1,RT,24-02-09 14:53
1,LL,24-02-09 20:27
1,NA,24-02-12 8:34
1,NL,24-02-12 18:17
1,NA,24-02-13 8:53
1,NL,24-02-13 18:16
1,NA,24-02-14 8:45
1,OT,24-02-14 12:28
1,EL,24-02-14 13:28
1,NA,24-02-15 8:48
1,NL,24-02-15 18:23
1,NA,24-02-16 8:41
1,NL,24-02-16 18:20
1,NA,24-02-19 8:41
1,NL,24-02-19 18:01
1,NA,24-02-20 8:49
1,NL,24-02-20 18:18
1,NA,24-02-21 8:39
1,NL,24-02-21 18:27
1,NA,24-02-22 8:33
1,LL,24-02-22 19:34
