USER_IDX,ATTEND_STATUS,REG_DATE
1,NA,24-01-02 8:48
1,NL,24-01-02 18:22
1,BT,24-01-03 18:00
1,NA,24-01-04 8:46
1,NL,24-01-04 18:26
1,LA,24-01-05 9:27
1,NL,24-01-05 18:18
1,NA,24-01-08 8:42
1,NL,24-01-08 18:23
1,NA,24-01-09 8:57
1,EL,24-01-09 17:09
1,NA,24-01-10 8:41
1,NL,24-01-10 18:05
1,NA,24-01-11 8:38
1,NL,24-01-11 18:01
1,NA,24-01-12 8:40
1,NL,24-01-12 18:28
1,NA,24-01-15 8:31
1,NL,24-01-15 18:28
1,NA,24-01-16 8:45
1,LL,24-01-16 19:44
1,NA,24-01-17 8:34
1,NL,24-01-17 18:23
1,NA,24-01-18 8:32
1,NL,24-01-18 18:25
1,NA,24-01-19 8:49
1,NL,24-01-19 18:15
1,NA,24-01-22 8:48
1,NL,24-01-22 18:19
1,VC,24-01-23 18:00
1,NA,24-01-24 8:31
1,EL,24-01-24 17:15
1,NA,24-01-25 8:37
1,EL,24-01-25 17:40
1,NA,24-01-26 8:34
1,NL,24-01-26 18:03
1,NA,24-01-29 8:49
1,NL,24-01-29 18:15
1,NA,24-01-30 8:34
1,EL,24-01-30 17:38
1,NA,24-01-31 8:38
1,NL,24-01-31 18:19
1,NA,24-02-01 8:40
1,EL,24-02-01 17:56
1,NA,24-02-02 8:57
1,NL,24-02-02 18:02
1,NA,24-02-05 8:58
1,EL,24-02-05 17:34
1,NA,24-02-06 8:57
1,NL,24-02-06 18:17
1,NA,24-02-07 8:47
1,NL,24-02-07 18:05
1,NA,24-02-08 8:48
1,NL,24-02-08 18:01
1,NA,24-02-09 8:50
1,NL,24-02-09 18:20
1,NA,24-02-12 8:33
1,NL,24-02-12 18:06
1,NA,24-02-13 8:39
1,NL,24-02-13 18:24
1,LA,24-02-14 9:04
1,NL,24-02-14 18:16
1,LA,24-02-15 9:21
1,NL,24-02-15 18:14
1,VC,24-02-16 18:00
1,NA,24-02-19 8:42
1,OT,24-02-19 12:48
1,RT,24-02-19 14:16
1,NL,24-02-19 18:25
1,NA,24-02-20 8:47
1,NL,24-02-20 18:10
1,NA,24-02-21 8:36
1,NL,24-02-21 18:20
1,NA,24-02-22 8:47
1,NL,24-02-22 18:01
1,NA,24-02-23 8:59
1,EL,24-02-23 16:13
1,NA,24-02-26 8:55
1,NL,24-02-26 18:23
1,LA,24-02-27 9:09
1,NL,24-02-27 18:14
1,NA,24-02-28 8:58
1,NL,24-02-28 18:00
1,NA,24-02-29 8:32
1,NL,24-02-29 18:08
1,NA,24-03-04 8:53
1,EL,24-03-04 16:45
1,NA,24-03-05 8:55
1,NL,24-03-05 18:22
1,NA,24-03-06 8:50
1,EL,24-03-06 17:01
1,NA,24-03-07 8:44
1,NL,24-03-07 18:06
1,NA,24-03-08 8:43
1,LL,24-03-08 19:15
1,NA,24-03-11 8:40
1,NL,24-03-11 18:01
1,NA,24-03-12 8:59
1,NL,24-03-12 18:18
1,NA,24-03-13 8:51
1,NL,24-03-13 18:06
1,NA,24-03-14 8:41
1,NL,24-03-14 18:15
1,NA,24-03-15 8:55
1,NL,24-03-15 18:20
1,NA,24-03-18 8:35
1,NL,24-03-18 18:03
1,NA,24-03-19 8:42
1,NL,24-03-19 18:17
1,NA,24-03-20 8:51
1,NL,24-03-20 18:15
1,NA,24-03-21 8:31
1,NL,24-03-21 18:17
1,NA,24-03-22 8:35
1,NL,24-03-22 18:07
1,NA,24-03-25 8:36
1,NL,24-03-25 18:10
1,NA,24-03-26 8:30
1,NL,24-03-26 18:06
1,NA,24-03-27 8:47
1,NL,24-03-27 18:12
1,NA,24-03-28 8:32
1,NL,24-03-28 18:09
1,NA,24-03-29 8:41
1,NL,24-03-29 18:09
1,NA,24-04-01 8:40
1,EL,24-04-01 16:56
1,NA,24-04-02 8:35
1,NL,24-04-02 18:25
1,VC,24-04-03 18:00
1,NA,24-04-04 8:48
1,NL,24-04-04 18:03
1,NA,24-04-05 8:35
1,EL,24-04-05 15:22
1,NA,24-04-08 8:36
1,EL,24-04-08 16:00
1,NA,24-04-09 8:51
1,NL,24-04-09 18:28
1,NA,24-04-10 8:48
1,NL,24-04-10 18:15
1,NA,24-04-11 8:34
1,NL,24-04-11 18:21
1,NA,24-04-12 8:37
1,NL,24-04-12 18:10
1,NA,24-04-15 8:55
1,NL,24-04-15 18:10
1,NA,24-04-16 8:30
1,EL,24-04-16 17:24
1,NA,24-04-17 8:51
1,NL,24-04-17 18:07
1,NA,24-04-18 8:31
1,NL,24-04-18 18:24
1,NA,24-04-19 8:50
1,NL,24-04-19 18:16
1,NA,24-04-22 8:55
1,NL,24-04-22 18:06
1,NA,24-04-23 8:48
1,NL,24-04-23 18:01
1,NA,24-04-24 8:40
1,NL,24-04-24 18:22
1,NA,24-04-25 8:42
1,EL,24-04-25 16:09
1,NA,24-04-26 8:48
1,NL,24-04-26 18:09
1,NA,24-04-29 8:41
1,NL,24-04-29 18:01
1,NA,24-04-30 8:56
1,OT,24-04-30 12:13
1,EL,24-04-30 13:13
1,NA,24-05-01 8:40
1,NL,24-05-01 18:02
1,NA,24-05-02 8:52
1,NL,24-05-02 18:02
1,NA,24-05-03 8:40
1,NL,24-05-03 18:04
1,NA,24-05-06 8:40
1,NL,24-05-06 18:07
1,NA,24-05-07 8:59
1,NL,24-05-07 18:17
1,NA,24-05-08 8:58
1,NL,24-05-08 18:19
1,LA,24-05-09 9:21
1,NL,24-05-09 18:24
1,NA,24-05-10 8:34
1,NL,24-05-10 18:25
1,NA,24-05-13 8:54
1,NL,24-05-13 18:01
1,NA,24-05-14 8:55
1,NL,24-05-14 18:23
1,NA,24-05-15 8:54
1,NL,24-05-15 18:12
1,NA,24-05-16 8:40
1,NL,24-05-16 18:21
1,NA,24-05-17 8:49
1,NL,24-05-17 18:24
1,NA,24-05-20 8:47
1,NL,24-05-20 18:12
1,NA,24-05-21 8:46
1,NL,24-05-21 18:24
1,VC,24-05-22 18:00
1,NA,24-05-23 8:44
1,EL,24-05-23 17:52
1,NA,24-05-24 8:52
1,NL,24-05-24 18:22
1,NA,24-05-27 8:35
1,NL,24-05-27 18:06
1,NA,24-05-28 8:38
1,NL,24-05-28 18:21
1,NA,24-05-29 8:58
1,NL,24-05-29 18:07
1,NA,24-05-30 8:50
1,NL,24-05-30 18:25
1,LA,24-05-31 9:11
1,NL,24-05-31 18:26
1,NA,24-06-03 8:36
1,NL,24-06-03 18:22
1,NA,24-06-04 8:52
1,NL,24-06-04 18:20
1,NA,24-06-05 8:34
1,NL,24-06-05 18:12
1,NA,24-06-06 8:39
1,NL,24-06-06 18:19
1,NA,24-06-07 8:39
1,EL,24-06-07 17:47
1,NA,24-06-10 8:44
1,NL,24-06-10 18:17
1,VC,24-06-11 18:00
1,NA,24-06-12 8:50
1,NL,24-06-12 18:12
1,NA,24-06-13 8:39
1,NL,24-06-13 18:29
1,NA,24-06-14 8:55
1,NL,24-06-14 18:27
1,NA,24-06-17 8:58
1,NL,24-06-17 18:13
1,NA,24-06-18 8:44
1,NL,24-06-18 18:03
1,NA,24-06-19 8:57
1,NL,24-06-19 18:12
1,NA,24-06-20 8:53
1,NL,24-06-20 18:11
1,NA,24-06-21 8:35
1,NL,24-06-21 18:20
1,NA,24-06-24 8:34
1,NL,24-06-24 18:27
1,NA,24-06-25 8:49
1,NL,24-06-25 18:21
1,NA,24-06-26 8:36
1,NL,24-06-26 18:19
1,NA,24-06-27 8:49
1,OT,24-06-27 14:43
1,EL,24-06-27 16:43
1,NA,24-06-28 8:32
1,NL,24-06-28 18:00
1,NA,24-07-01 8:55
1,NL,24-07-01 18:10
1,NA,24-07-02 8:56
1,NL,24-07-02 18:09
1,NA,24-07-03 8:41
1,NL,24-07-03 18:28
1,NA,24-07-04 8:54
1,NL,24-07-04 18:07
1,NA,24-07-05 8:39
1,NL,24-07-05 18:09
1,NA,24-07-08 8:39
1,NL,24-07-08 18:15
1,NA,24-07-09 8:52
1,NL,24-07-09 18:06
1,NA,24-07-10 8:49
1,NL,24-07-10 18:27
1,NA,24-07-11 8:41
1,NL,24-07-11 18:23
